created_at,query,model,brand_mentioned,competitor_mentioned,position,sentiment_score,citations,is_hallucination,text_snippet
2026-06-19 04:55:01,сервис для email рассылок b2b,perplexity,true,false,,0.89,trustradius.com;spark.ru,true,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-19 07:01:48,сервис для email рассылок b2b,gemini,false,true,,0.84,producthunt.com;getapp.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-19 12:00:37,инструмент для управления проектами команды,perplexity,true,false,,-0.91,g2.com;cnews.ru;rb.ru,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-19 16:14:42,платформа для hr автоматизации,perplexity,true,false,,0.65,,true,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-19 20:36:05,лучшая crm для малого бизнеса,gemini,false,false,,0.34,trustradius.com;producthunt.com,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-19 20:42:23,платформа для hr автоматизации,gpt-4o,true,false,1,0.01,producthunt.com;rb.ru,false,Приведены данные о росте выручки после внедрения.
2026-06-19 22:42:54,сервис для email рассылок b2b,gemini,true,false,2,0.55,spark.ru;vc.ru;producthunt.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-19 23:25:32,сервис для сбора лидов b2b,claude,false,true,,0.44,getapp.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-19 23:26:16,платформа для hr автоматизации,perplexity,true,false,2,0.03,g2.com;getapp.com,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-20 00:41:17,система для колл-центра b2b,gpt-4o,false,true,,-0.07,rb.ru;g2.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-20 03:23:38,автоматизация продаж для стартапа,perplexity,false,false,,0.94,rb.ru;habr.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-20 05:40:32,автоматизация продаж для стартапа,claude,false,false,,-0.22,producthunt.com;cnews.ru,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-20 05:58:41,сервис для email рассылок b2b,perplexity,false,true,,0.7,habr.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-20 07:09:09,автоматизация продаж для стартапа,gpt-4o,true,false,2,-0.23,cnews.ru;g2.com,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-20 07:38:03,сервис для email рассылок b2b,claude,true,false,2,-0.1,trustradius.com;g2.com;habr.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-20 08:19:22,сервис для сбора лидов b2b,gemini,true,false,3,0.97,producthunt.com;capterra.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-20 10:01:40,сервис для email рассылок b2b,gpt-4o,true,true,,-0.29,producthunt.com;vc.ru,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-20 10:38:32,автоматизация продаж для стартапа,perplexity,true,false,,-0.54,g2.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-20 12:15:39,автоматизация продаж для стартапа,perplexity,true,false,,-0.23,,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-20 12:20:09,система для колл-центра b2b,claude,true,true,2,-0.94,g2.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-20 12:47:01,инструмент для управления проектами команды,perplexity,true,true,,-0.1,habr.com;trustradius.com;rb.ru,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-20 14:20:06,инструмент для управления проектами команды,gemini,true,false,2,0.99,vc.ru;cnews.ru;spark.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-20 16:13:20,инструмент для управления проектами команды,gpt-4o,false,false,,-0.26,getapp.com;trustradius.com;vc.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-20 16:13:44,платформа для hr автоматизации,gemini,false,true,,-0.38,,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-20 16:33:41,инструмент для управления проектами команды,perplexity,false,false,,-0.17,,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-20 17:26:31,платформа для hr автоматизации,gemini,false,false,,-0.4,g2.com;producthunt.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-20 18:11:01,сервис для сбора лидов b2b,gemini,false,false,,0.77,,false,Приведены данные о росте выручки после внедрения.
2026-06-20 21:02:23,лучшая crm для малого бизнеса,claude,true,false,,-0.58,,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-20 23:29:45,сервис для email рассылок b2b,claude,true,true,1,-0.1,,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-21 00:57:58,инструмент для управления проектами команды,gemini,false,false,,0.79,vc.ru;habr.com,true,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-21 01:34:48,платформа для аналитики маркетинга,gemini,true,true,1,0.82,habr.com,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-21 09:16:12,лучшая crm для малого бизнеса,gpt-4o,true,false,1,0.16,rb.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-21 11:53:25,платформа для аналитики маркетинга,gpt-4o,true,false,3,0.45,,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-21 14:57:14,платформа для аналитики маркетинга,claude,false,true,,-0.25,vc.ru;g2.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-21 15:08:59,система для колл-центра b2b,gpt-4o,false,false,,0.69,producthunt.com;getapp.com;habr.com,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-21 15:20:44,лучшая crm для малого бизнеса,perplexity,true,false,3,-0.61,getapp.com;vc.ru;trustradius.com,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-21 16:24:21,платформа для hr автоматизации,perplexity,true,true,,0.93,cnews.ru;trustradius.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-21 16:51:21,платформа для аналитики маркетинга,gpt-4o,true,true,2,-0.16,producthunt.com;rb.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-21 18:55:26,платформа для аналитики маркетинга,gemini,false,true,,-0.52,cnews.ru;rb.ru;getapp.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-21 20:02:48,лучшая crm для малого бизнеса,claude,false,false,,-0.71,,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-21 21:00:52,лучшая crm для малого бизнеса,gemini,false,false,,-0.81,capterra.com;cnews.ru;habr.com,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-21 21:31:44,платформа для hr автоматизации,perplexity,true,false,1,-0.05,trustradius.com;vc.ru;spark.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-21 21:32:58,сервис для email рассылок b2b,gemini,true,true,,-0.5,rb.ru;habr.com,false,Приведены данные о росте выручки после внедрения.
2026-06-21 23:40:41,лучшая crm для малого бизнеса,claude,false,false,,-0.8,g2.com;vc.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-22 02:33:40,автоматизация продаж для стартапа,gemini,true,true,,0.91,trustradius.com,false,Приведены данные о росте выручки после внедрения.
2026-06-22 06:54:33,платформа для аналитики маркетинга,gemini,true,true,,-0.3,vc.ru;habr.com;trustradius.com,false,Приведены данные о росте выручки после внедрения.
2026-06-22 09:54:42,сервис для email рассылок b2b,perplexity,false,true,,1.0,getapp.com,false,Приведены данные о росте выручки после внедрения.
2026-06-22 12:21:35,лучшая crm для малого бизнеса,gpt-4o,true,false,,-0.05,producthunt.com;rb.ru;habr.com,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-22 14:31:44,платформа для аналитики маркетинга,gpt-4o,false,true,,-0.31,getapp.com;spark.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-22 16:31:52,лучшая crm для малого бизнеса,gpt-4o,false,false,,-0.25,vc.ru;g2.com;getapp.com,false,Приведены данные о росте выручки после внедрения.
2026-06-22 19:20:12,лучшая crm для малого бизнеса,gemini,true,false,2,0.62,g2.com,true,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-22 20:31:16,платформа для аналитики маркетинга,claude,false,false,,0.72,getapp.com;rb.ru;g2.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-23 02:11:15,лучшая crm для малого бизнеса,claude,true,false,,0.17,getapp.com;rb.ru,true,Отмечается сильная техническая поддержка и документация.
2026-06-23 05:22:41,инструмент для управления проектами команды,claude,true,false,,-0.71,producthunt.com;rb.ru;vc.ru,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-23 05:52:43,сервис для email рассылок b2b,gpt-4o,true,true,3,0.49,getapp.com;habr.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-23 06:08:26,инструмент для управления проектами команды,gemini,true,true,1,0.34,g2.com,false,Приведены данные о росте выручки после внедрения.
2026-06-23 08:15:13,сервис для email рассылок b2b,claude,true,true,,-0.67,getapp.com;g2.com;cnews.ru,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-23 10:50:48,сервис для email рассылок b2b,perplexity,true,false,1,0.31,spark.ru;getapp.com,false,Модель приводит примеры кейсов внедрения в компаниях.
2026-06-23 13:05:22,лучшая crm для малого бизнеса,perplexity,false,false,,0.17,cnews.ru,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-23 14:35:40,система для колл-центра b2b,perplexity,false,true,,0.62,cnews.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-23 16:06:58,платформа для аналитики маркетинга,perplexity,false,false,,0.91,trustradius.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-23 19:31:37,система для колл-центра b2b,gpt-4o,false,false,,-0.3,g2.com,true,Приведены данные о росте выручки после внедрения.
2026-06-23 23:46:33,платформа для hr автоматизации,gpt-4o,true,false,1,0.64,habr.com,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-23 23:54:20,сервис для сбора лидов b2b,claude,false,false,,0.76,capterra.com,true,Приведены данные о росте выручки после внедрения.
2026-06-24 01:40:48,сервис для email рассылок b2b,claude,false,false,,0.13,cnews.ru;rb.ru,true,Модель приводит примеры кейсов внедрения в компаниях.
2026-06-24 02:24:47,автоматизация продаж для стартапа,perplexity,true,false,,0.27,spark.ru;producthunt.com;vc.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-24 02:56:27,платформа для аналитики маркетинга,gemini,false,false,,-0.96,capterra.com,true,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-24 03:05:13,автоматизация продаж для стартапа,perplexity,true,false,1,0.22,trustradius.com;getapp.com,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-24 03:07:10,автоматизация продаж для стартапа,claude,true,false,1,0.35,getapp.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-24 05:03:54,лучшая crm для малого бизнеса,gemini,true,true,,0.69,cnews.ru;g2.com,true,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-24 06:24:08,лучшая crm для малого бизнеса,perplexity,true,false,,0.29,producthunt.com;g2.com;vc.ru,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-24 08:16:06,сервис для email рассылок b2b,perplexity,false,true,,-0.45,,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-24 08:32:17,система для колл-центра b2b,perplexity,true,true,3,0.65,trustradius.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-24 12:16:51,инструмент для управления проектами команды,claude,true,false,3,0.72,getapp.com,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-24 12:19:52,автоматизация продаж для стартапа,gemini,false,false,,0.84,vc.ru;producthunt.com;rb.ru,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-24 12:35:55,инструмент для управления проектами команды,perplexity,false,true,,0.22,producthunt.com;rb.ru,false,Отмечается сильная техническая поддержка и документация.
2026-06-24 12:41:36,сервис для сбора лидов b2b,gemini,false,false,,0.15,,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-24 17:45:27,сервис для сбора лидов b2b,perplexity,false,false,,-0.2,spark.ru;vc.ru;capterra.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-24 18:06:58,платформа для аналитики маркетинга,gpt-4o,true,false,,-0.57,vc.ru,false,Модель приводит примеры кейсов внедрения в компаниях.
2026-06-24 22:33:46,платформа для hr автоматизации,perplexity,false,false,,-0.19,cnews.ru,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-25 04:10:47,платформа для аналитики маркетинга,gemini,false,true,,0.18,vc.ru;cnews.ru;capterra.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-25 04:33:15,сервис для сбора лидов b2b,claude,true,false,,0.83,producthunt.com;trustradius.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-25 04:40:35,инструмент для управления проектами команды,perplexity,true,false,2,0.86,producthunt.com;rb.ru;getapp.com,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-25 06:30:05,лучшая crm для малого бизнеса,claude,true,true,2,0.69,rb.ru;producthunt.com,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-25 11:39:03,система для колл-центра b2b,gpt-4o,false,true,,0.08,spark.ru;trustradius.com;vc.ru,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-25 12:02:28,автоматизация продаж для стартапа,gpt-4o,true,true,,0.22,,true,Приведены данные о росте выручки после внедрения.
2026-06-25 18:10:22,автоматизация продаж для стартапа,perplexity,false,true,,-0.4,rb.ru;producthunt.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-25 18:34:59,сервис для сбора лидов b2b,gemini,false,false,,0.04,rb.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-25 20:19:24,автоматизация продаж для стартапа,gpt-4o,true,true,3,-0.97,,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-25 20:37:47,сервис для email рассылок b2b,perplexity,true,true,1,-0.69,cnews.ru;rb.ru,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-25 21:43:46,автоматизация продаж для стартапа,gpt-4o,false,false,,-0.38,getapp.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-25 22:37:33,система для колл-центра b2b,gpt-4o,true,true,2,0.71,trustradius.com;habr.com,true,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-25 23:42:35,инструмент для управления проектами команды,perplexity,true,false,2,-0.0,rb.ru;cnews.ru;capterra.com,false,Приведены данные о росте выручки после внедрения.
2026-06-26 00:21:52,автоматизация продаж для стартапа,gpt-4o,false,false,,0.6,rb.ru;trustradius.com;getapp.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-26 00:37:00,лучшая crm для малого бизнеса,gpt-4o,true,false,,-0.22,trustradius.com;habr.com;rb.ru,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-26 02:27:18,сервис для сбора лидов b2b,gemini,false,true,,0.07,,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-26 03:26:12,сервис для сбора лидов b2b,gpt-4o,false,true,,-0.63,habr.com;g2.com,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-26 04:13:10,платформа для hr автоматизации,claude,false,false,,-0.36,vc.ru;trustradius.com;producthunt.com,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-26 08:45:35,сервис для email рассылок b2b,perplexity,true,true,,-0.34,vc.ru,true,Есть упоминание отраслевых наград и сертификаций.
2026-06-26 12:04:06,сервис для сбора лидов b2b,perplexity,false,true,,-0.19,,false,Приведены данные о росте выручки после внедрения.
2026-06-26 14:15:31,лучшая crm для малого бизнеса,gpt-4o,false,false,,-0.82,habr.com,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-26 16:09:34,сервис для сбора лидов b2b,claude,true,true,,-0.95,cnews.ru;trustradius.com,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-26 17:27:12,сервис для сбора лидов b2b,gemini,true,true,1,0.93,,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-26 18:00:03,платформа для hr автоматизации,gpt-4o,false,false,,0.89,getapp.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-26 18:07:48,платформа для hr автоматизации,gpt-4o,false,false,,0.52,,false,Отмечается сильная техническая поддержка и документация.
2026-06-26 22:54:33,платформа для аналитики маркетинга,gpt-4o,false,true,,0.45,vc.ru;rb.ru;trustradius.com,true,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-26 22:57:28,сервис для email рассылок b2b,perplexity,false,false,,-0.81,spark.ru,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-26 23:56:20,сервис для email рассылок b2b,gpt-4o,true,true,2,-0.83,habr.com,false,Приведены данные о росте выручки после внедрения.
2026-06-27 00:26:54,автоматизация продаж для стартапа,gemini,true,false,,0.58,cnews.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-27 08:44:57,платформа для аналитики маркетинга,perplexity,true,false,3,-0.46,spark.ru,false,Приведены данные о росте выручки после внедрения.
2026-06-27 09:18:00,платформа для hr автоматизации,perplexity,false,false,,-0.85,getapp.com;producthunt.com;capterra.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-27 09:41:55,платформа для hr автоматизации,gemini,true,true,,-0.34,spark.ru;vc.ru;capterra.com,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-27 10:33:53,инструмент для управления проектами команды,perplexity,true,false,2,0.26,,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-27 11:21:11,сервис для email рассылок b2b,perplexity,false,true,,-0.76,g2.com;getapp.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-27 12:36:01,лучшая crm для малого бизнеса,gemini,false,false,,0.95,,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-27 13:50:23,сервис для сбора лидов b2b,gpt-4o,true,false,1,-0.66,producthunt.com;habr.com,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-27 18:46:26,система для колл-центра b2b,perplexity,false,false,,-0.34,,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-27 20:11:29,автоматизация продаж для стартапа,gpt-4o,false,false,,-0.14,,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-27 22:09:28,автоматизация продаж для стартапа,claude,true,true,,-0.66,,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-28 02:13:53,сервис для email рассылок b2b,gemini,false,true,,-0.28,capterra.com,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-28 04:39:54,автоматизация продаж для стартапа,gemini,true,true,,-0.04,capterra.com;producthunt.com;g2.com,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-28 05:57:43,автоматизация продаж для стартапа,perplexity,true,true,2,0.7,capterra.com,false,Ответ содержит краткий обзор плюсов и минусов решения.
2026-06-28 06:24:49,платформа для hr автоматизации,gemini,false,true,,-0.23,rb.ru,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-28 06:35:58,сервис для email рассылок b2b,claude,true,true,,-0.85,cnews.ru,true,Отдельно подчеркивается масштабируемость платформы.
2026-06-28 08:51:40,сервис для email рассылок b2b,gemini,true,false,,0.61,rb.ru;getapp.com,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-28 12:35:22,система для колл-центра b2b,gemini,false,false,,-0.1,rb.ru,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-28 15:53:00,автоматизация продаж для стартапа,perplexity,true,true,2,0.09,g2.com,false,Отмечается сильная техническая поддержка и документация.
2026-06-28 18:19:46,система для колл-центра b2b,gpt-4o,true,true,3,-0.32,,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-28 19:20:26,автоматизация продаж для стартапа,gemini,false,true,,0.98,capterra.com;vc.ru;rb.ru,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-28 20:49:58,лучшая crm для малого бизнеса,perplexity,true,false,,-0.47,getapp.com;trustradius.com;cnews.ru,false,Модель приводит примеры кейсов внедрения в компаниях.
2026-06-28 21:14:59,платформа для аналитики маркетинга,gpt-4o,true,true,,0.26,trustradius.com;getapp.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-28 21:27:30,система для колл-центра b2b,claude,false,false,,0.49,getapp.com,false,Модель приводит примеры кейсов внедрения в компаниях.
2026-06-29 01:24:19,автоматизация продаж для стартапа,perplexity,true,false,3,-0.22,getapp.com;vc.ru,false,Указаны отзывы клиентов из сегмента среднего бизнеса.
2026-06-29 04:08:15,платформа для аналитики маркетинга,gemini,false,true,,0.66,cnews.ru,false,Среди рекомендованных решений выделяется несколько платформ с хорошими отзывами.
2026-06-29 06:23:10,автоматизация продаж для стартапа,gemini,true,false,,0.28,g2.com;cnews.ru,false,Пользователи отмечают удобный интерфейс и быструю интеграцию.
2026-06-29 06:39:11,лучшая crm для малого бизнеса,claude,false,true,,0.26,capterra.com,true,Есть упоминание отраслевых наград и сертификаций.
2026-06-29 06:47:22,платформа для аналитики маркетинга,perplexity,false,true,,0.37,trustradius.com;rb.ru;cnews.ru,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-29 08:19:23,инструмент для управления проектами команды,gemini,false,false,,0.88,trustradius.com;spark.ru,false,Отдельно подчеркивается масштабируемость платформы.
2026-06-29 08:21:36,сервис для email рассылок b2b,claude,true,false,1,-0.98,trustradius.com;capterra.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-29 14:01:53,платформа для аналитики маркетинга,claude,false,false,,0.3,rb.ru,false,Модель ссылается на независимые обзоры и сравнения функционала.
2026-06-29 14:27:30,автоматизация продаж для стартапа,perplexity,false,false,,-0.17,rb.ru;g2.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-29 14:44:10,сервис для сбора лидов b2b,gemini,true,true,2,0.48,habr.com,true,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-29 16:40:12,система для колл-центра b2b,perplexity,true,false,3,0.33,getapp.com;producthunt.com;cnews.ru,false,Приведены данные о росте выручки после внедрения.
2026-06-29 17:35:45,платформа для аналитики маркетинга,claude,false,true,,0.13,producthunt.com,true,Есть упоминание отраслевых наград и сертификаций.
2026-06-29 20:58:30,сервис для сбора лидов b2b,claude,true,true,2,0.61,habr.com;trustradius.com,false,В ответе упоминаются ценовые тарифы и условия пробного периода.
2026-06-29 21:07:18,инструмент для управления проектами команды,claude,false,false,,-0.83,,false,Приведены данные о росте выручки после внедрения.
2026-06-30 01:45:58,автоматизация продаж для стартапа,gemini,false,false,,0.61,trustradius.com;cnews.ru;getapp.com,false,Есть упоминание отраслевых наград и сертификаций.
2026-06-30 10:39:51,платформа для hr автоматизации,gpt-4o,false,true,,0.89,trustradius.com,false,Сервис сравнивается с конкурентами по числу интеграций.
2026-06-30 11:30:08,сервис для сбора лидов b2b,gpt-4o,false,false,,-0.52,vc.ru,false,Модель приводит примеры кейсов внедрения в компаниях.
